word1,word2,SimLex999,POS,emb1,emb2,similarity_score
werkelijkheid,verbeelding,1.55,N,"tensor([19.6435, -0.2790, 28.4536,  ..., 17.5902, 11.4487, 14.1303])","tensor([18.5592, -0.3595, 28.6435,  ..., 19.9698, 12.5460, 14.6128])",0.9912947
deur,poort,5.54,N,"tensor([23.4107, -0.4092, 33.9701,  ..., 22.0681, 11.4706, 17.1158])","tensor([17.5807, -0.4002, 43.5515,  ..., 27.1172, 13.5007, 21.5117])",0.9944613
kat,huisdier,4.13,N,"tensor([25.5438, -0.4299, 33.9135,  ..., 20.3908, 13.5084, 17.7012])","tensor([19.5152, -0.3189, 30.3002,  ..., 17.7846, 12.8203, 15.6073])",0.9945952
blik,aluminium,5.78,N,"tensor([34.7101, -0.3310, 40.2360,  ..., 24.0569, 14.1024, 20.4103])","tensor([36.9155, -0.2614, 42.2533,  ..., 24.2364, 15.2291, 20.6342])",0.998195
botten,kaak,4.9,N,"tensor([27.7661, -0.4829, 37.8716,  ..., 24.2549, 13.7756, 20.4213])","tensor([18.8422, -0.2506, 24.4290,  ..., 16.7656, 10.6363, 12.5883])",0.9901984
graan,tarwe,6.81,N,"tensor([17.5264, -0.4137, 25.5115,  ..., 17.6249, 13.1936, 12.8788])","tensor([19.0844, -0.1874, 25.1894,  ..., 15.2183, 10.1814, 12.5314])",0.98721814
huis,sleutel,3.55,N,"tensor([35.9505, -0.2995, 41.3835,  ..., 24.8374, 14.5731, 20.9793])","tensor([17.2196, -0.3152, 28.5349,  ..., 21.8723, 11.2736, 14.7947])",0.9897138
bloed,vlees,3.8,N,"tensor([35.5691, -0.3038, 43.6187,  ..., 26.3528, 14.4643, 21.5661])","tensor([35.8004, -0.3048, 42.7537,  ..., 25.0305, 15.1329, 21.3571])",0.99892145
deur,gang,1.98,N,"tensor([23.4107, -0.4092, 33.9701,  ..., 22.0681, 11.4706, 17.1158])","tensor([30.8244, -0.2235, 44.2343,  ..., 24.5334, 14.9851, 21.2633])",0.99348205
god,geest,2.83,N,"tensor([35.5537, -0.2683, 42.5880,  ..., 25.1928, 14.6627, 21.1282])","tensor([23.4537, -0.2551, 32.5536,  ..., 19.5446, 12.0109, 16.0217])",0.99541473
vermogen,competentie,6.64,N,"tensor([17.9918, -0.3209, 36.8071,  ..., 21.5424, 12.0233, 17.9577])","tensor([14.6133, -0.1905, 20.7307,  ..., 13.3318,  8.4426, 10.6805])",0.9885212
uitbundigheid,overvloed,4.44,N,"tensor([18.0986, -0.3192, 27.7410,  ..., 16.5791, 10.1536, 13.9165])","tensor([24.0282, -0.3428, 33.4661,  ..., 19.0990, 12.0057, 16.4683])",0.9943513
bank,stoel,5.38,N,"tensor([36.6349, -0.3752, 44.5658,  ..., 24.5102, 15.2255, 22.2576])","tensor([15.5252, -0.2851, 32.0379,  ..., 19.3457, 11.3463, 15.9688])",0.994177
muur,baksteen,3.38,N,"tensor([34.4242, -0.3038, 41.1739,  ..., 25.0712, 14.2461, 21.1348])","tensor([18.9571, -0.0878, 24.0822,  ..., 15.4548, 10.1818, 12.4328])",0.99238676
hoorn,trommel,1.4,N,"tensor([14.3831, -0.3574, 35.4058,  ..., 22.1723, 13.0732, 17.2758])","tensor([18.7474, -0.2446, 27.0069,  ..., 16.1097, 10.9889, 13.7198])",0.9937703
orgaan,lever,3.86,N,"tensor([17.9526, -0.2183, 26.1807,  ..., 15.3188, 11.5498, 13.2528])","tensor([14.1282, -0.3300, 37.3413,  ..., 21.6108, 12.2809, 17.3428])",0.9916775
kracht,macht,2.93,N,"tensor([19.6138, -0.0344, 21.2034,  ..., 10.4728,  9.9466,  9.9900])","tensor([25.5151, -0.3952, 35.6730,  ..., 22.2619, 13.0057, 18.8078])",0.9838594
zin,woord,2.91,N,"tensor([17.6291, -0.4197, 39.4791,  ..., 22.6363, 13.4974, 18.8945])","tensor([21.5581, -0.0550, 23.7840,  ..., 11.9229, 10.5528, 11.1453])",0.9877478
muziekgroep,parade,3.9,N,"tensor([24.6190, -0.5938, 38.1138,  ..., 22.1434, 14.2677, 20.1111])","tensor([20.2981, -0.2809, 28.9617,  ..., 18.1760, 11.7042, 14.9027])",0.99126005
buik,taille,4.97,N,"tensor([18.6574, -0.2833, 26.8131,  ..., 17.5596, 10.2860, 13.5761])","tensor([28.7748, -0.4521, 38.2353,  ..., 24.3949, 14.4099, 19.9881])",0.9920508
wolk,storm,3.83,N,"tensor([18.8228, -0.3689, 27.4718,  ..., 17.4197, 12.3180, 14.1272])","tensor([24.0187, -0.1952, 28.3798,  ..., 16.6584, 11.4017, 14.7120])",0.98986477
vreugde,trots,3.28,N,"tensor([35.2357, -0.3459, 42.9818,  ..., 25.6023, 13.9931, 21.3245])","tensor([36.3264, -0.3014, 44.9471,  ..., 25.9021, 14.9931, 22.2923])",0.9986383
lawaai,gerammel,4.65,N,"tensor([18.9816, -0.4103, 28.1993,  ..., 18.9504, 11.9177, 15.0077])","tensor([15.1522, -0.1924, 21.1635,  ..., 12.0717,  9.9039, 10.4008])",0.9829836
regen,mist,3.93,N,"tensor([25.0026, -0.2858, 33.5169,  ..., 18.1392, 11.9796, 16.3725])","tensor([16.8565, -0.2953, 25.8797,  ..., 14.1590, 12.0397, 12.2573])",0.97689426
bier,drank,5.67,N,"tensor([20.1803, -0.2302, 26.8625,  ..., 15.6531, 10.4232, 13.4030])","tensor([25.3832, -0.3690, 37.9840,  ..., 19.9506, 13.3656, 17.9542])",0.988551
man,oom,3.62,N,"tensor([28.4519, -0.2222, 33.6239,  ..., 19.8142, 13.0768, 17.1183])","tensor([18.0168, -0.4314, 39.4038,  ..., 25.2073, 13.1987, 20.1849])",0.9936042
appel,sap,3.06,N,"tensor([21.5004, -0.5343, 44.9585,  ..., 25.2443, 15.3669, 22.0832])","tensor([19.8275, -0.4697, 43.9289,  ..., 26.1594, 15.2223, 21.6948])",0.9987528
intelligentie,logica,4.36,N,"tensor([17.3456, -0.2034, 23.7630,  ..., 14.5693, 11.0093, 12.0261])","tensor([19.5222, -0.5172, 41.9713,  ..., 26.9281, 14.2716, 21.8563])",0.98878527
communicatie,taal,6.35,N,"tensor([36.5113, -0.3235, 43.5716,  ..., 25.5662, 14.9168, 22.1620])","tensor([33.2553, -0.2911, 41.9037,  ..., 23.0356, 15.1031, 20.5288])",0.9979365
nerts,bont,3.36,N,"tensor([20.5009, -0.3525, 28.4920,  ..., 18.5298, 11.2451, 14.4926])","tensor([18.8009, -0.2421, 26.6248,  ..., 16.2270, 10.9361, 12.9053])",0.99290997
bende,menigte,5.1,N,"tensor([34.1013, -0.2492, 39.4121,  ..., 23.0431, 13.6368, 19.9196])","tensor([18.6368, -0.1166, 22.5608,  ..., 13.3766,  9.7671, 11.8049])",0.992815
oever,kust,5.08,N,"tensor([20.2717, -0.1896, 27.9874,  ..., 14.5654, 11.4195, 13.5417])","tensor([35.3189, -0.3047, 40.9154,  ..., 24.1616, 14.3704, 20.4649])",0.99157023
pijpleiding,kabel,1.55,N,"tensor([13.0560, -0.3952, 33.8710,  ..., 21.9034, 12.6711, 16.3984])","tensor([35.1320, -0.2191, 40.4752,  ..., 22.6368, 13.6238, 20.1356])",0.9922174
vogel,kalkoen,4.18,N,"tensor([38.8641, -0.3488, 45.5129,  ..., 26.3576, 15.5097, 23.0467])","tensor([19.8125, -0.3977, 29.4021,  ..., 19.9783, 11.5356, 15.6240])",0.9926043
bed,wieg,6.7,N,"tensor([21.2484, -0.0406, 23.4908,  ..., 13.8486,  9.9246, 11.8542])","tensor([19.8427, -0.2972, 26.7844,  ..., 17.5525, 10.9216, 13.3968])",0.9889999
competentie,vermogen,7.73,N,"tensor([14.6133, -0.1905, 20.7307,  ..., 13.3318,  8.4426, 10.6805])","tensor([17.9918, -0.3209, 36.8071,  ..., 21.5424, 12.0233, 17.9577])",0.9885212
wolk,nevel,5.85,N,"tensor([18.8228, -0.3689, 27.4718,  ..., 17.4197, 12.3180, 14.1272])","tensor([23.3046, -0.4826, 34.8685,  ..., 20.5974, 12.3790, 18.5254])",0.9879251
avondeten,maaltijd,6.14,N,"tensor([18.5639, -0.1268, 22.9791,  ..., 12.4832, 10.0082, 11.2140])","tensor([22.7490, -0.3985, 44.8327,  ..., 26.5764, 15.2399, 22.1028])",0.9885517
balk,kooi,0.72,N,"tensor([20.4694, -0.2277, 27.8315,  ..., 17.0622, 11.9398, 14.0880])","tensor([18.5373, -0.3132, 27.2534,  ..., 17.6157, 12.3137, 13.6106])",0.9929653
water,zout,0.87,N,"tensor([24.4791, -0.4137, 39.1093,  ..., 20.6874, 13.5681, 18.5780])","tensor([23.8308, -0.5524, 37.1873,  ..., 25.4484, 13.4533, 19.5379])",0.9896232
gevoel,intuïtie,8.02,N,"tensor([21.3235, -0.1561, 26.2981,  ..., 15.3099, 11.6751, 13.1434])","tensor([17.1925, -0.3557, 27.6076,  ..., 21.4924, 11.3563, 15.0312])",0.98524773
situatie,omstandigheid,7.76,N,"tensor([34.9054, -0.2616, 40.8460,  ..., 24.1724, 14.1695, 20.7362])","tensor([15.9420, -0.5017, 36.6097,  ..., 21.7769, 12.1951, 18.5094])",0.99361956
misdaad,diefstal,7.38,N,"tensor([34.9606, -0.2155, 41.4881,  ..., 22.9194, 14.3093, 20.4195])","tensor([11.1517, -0.2662, 29.7457,  ..., 16.3884, 11.4814, 14.0700])",0.9916754
stijl,mode,6.08,N,"tensor([18.6778, -0.0617, 22.4812,  ..., 11.4570, 10.3699, 10.2861])","tensor([22.7870, -0.2333, 29.9956,  ..., 17.0133, 11.0539, 14.5123])",0.9831527
rand,grens,7.15,N,"tensor([24.4336, -0.2472, 31.4681,  ..., 18.8525, 12.0088, 15.4417])","tensor([35.5151, -0.2766, 39.9051,  ..., 23.8038, 14.1311, 20.0198])",0.9952244
arm,lichaam,3.36,N,"tensor([17.4420, -0.2965, 37.8991,  ..., 22.4461, 13.0824, 18.2898])","tensor([24.6246, -0.4464, 36.3016,  ..., 21.9615, 15.2545, 18.8175])",0.99270606
boot,auto,1.7,N,"tensor([35.9183, -0.2397, 40.8114,  ..., 23.6506, 14.0686, 20.0845])","tensor([25.0211, -0.1958, 29.5295,  ..., 16.9361, 12.3915, 15.2162])",0.9886581
broodje,lunch,3.62,N,"tensor([18.5240, -0.2390, 25.2100,  ..., 16.1095,  9.8145, 13.4097])","tensor([23.0165, -0.4654, 45.1727,  ..., 27.0840, 15.7644, 22.4058])",0.989947
bruid,prinses,2.25,N,"tensor([20.2832, -0.1858, 26.9468,  ..., 15.6369, 11.8584, 13.5696])","tensor([21.1511, -0.2388, 27.1527,  ..., 17.2796, 14.7640, 13.5449])",0.99030465
heldin,held,8.55,N,"tensor([15.0006, -0.1622, 20.8548,  ..., 13.2485,  9.6988, 10.0399])","tensor([16.1547, -0.1547, 23.7812,  ..., 12.9735, 11.4568, 11.0435])",0.99171734
auto,meter,1.25,N,"tensor([25.0211, -0.1958, 29.5295,  ..., 16.9361, 12.3915, 15.2162])","tensor([26.6366, -0.3612, 38.8437,  ..., 22.8944, 13.0402, 19.3302])",0.98875755
insect,bij,3.37,N,"tensor([24.6642, -0.0564, 29.6055,  ..., 18.0829, 12.6088, 15.4931])","tensor([22.5478, -0.4599, 43.7650,  ..., 27.5655, 14.5828, 21.5018])",0.9940723
kinderbed,wieg,6.15,N,"tensor([18.9708, -0.1515, 23.0960,  ..., 12.7212, 10.5561, 11.6677])","tensor([19.8427, -0.2972, 26.7844,  ..., 17.5525, 10.9216, 13.3968])",0.98513526
dier,persoon,3.52,N,"tensor([19.7333, -0.2515, 26.5655,  ..., 16.7449, 11.0824, 14.0479])","tensor([37.3591, -0.4011, 45.6736,  ..., 25.8001, 15.8037, 23.1469])",0.99133503
marihuana,kruid,4.18,N,"tensor([33.5982, -0.1521, 41.0182,  ..., 23.0310, 14.4325, 19.9619])","tensor([17.9645, -0.1563, 22.2197,  ..., 13.3185,  9.9864, 11.1383])",0.98577935
bed,ziekenhuis,3.24,N,"tensor([21.2484, -0.0406, 23.4908,  ..., 13.8486,  9.9246, 11.8542])","tensor([35.2107, -0.3485, 43.6298,  ..., 24.2508, 14.3567, 22.0356])",0.9940127
wang,tong,3.22,N,"tensor([20.2022, -0.4215, 42.3364,  ..., 26.7629, 14.4097, 20.6828])","tensor([23.4623, -0.3929, 32.8743,  ..., 21.2576, 12.2513, 17.0760])",0.996603
cd,computer,2.05,N,"tensor([20.1717, -0.3093, 41.4169,  ..., 25.4043, 13.9977, 20.6693])","tensor([23.5891, -0.2386, 30.0002,  ..., 17.4230, 13.0039, 15.0419])",0.9908885
bocht,hoek,5.2,N,"tensor([18.8682, -0.2070, 25.6334,  ..., 14.6519, 11.1252, 12.3431])","tensor([15.0286, -0.3149, 33.6860,  ..., 20.1155, 11.2705, 16.0689])",0.9886868
gras,mos,3.94,N,"tensor([21.4439, -0.1478, 26.2422,  ..., 14.9400, 10.1403, 12.8546])","tensor([19.5327, -0.3925, 39.7438,  ..., 23.4931, 15.0153, 19.3690])",0.99223226
school,wet,2.17,N,"tensor([27.5134, -0.5044, 40.3383,  ..., 25.2969, 16.1958, 21.1571])","tensor([25.4450, -0.4315, 35.6928,  ..., 21.2682, 12.7866, 18.4405])",0.99165994
voet,hoofd,1.39,N,"tensor([35.3138, -0.2879, 42.4393,  ..., 24.1021, 14.6684, 21.5107])","tensor([17.6957, -0.1683, 25.4357,  ..., 12.2845, 12.0165, 11.8078])",0.9815342
moeder,beschermer,3.08,N,"tensor([34.9042, -0.1977, 40.2243,  ..., 22.9375, 14.2053, 20.1105])","tensor([20.6207, -0.3902, 31.0987,  ..., 18.7594, 12.7469, 16.0233])",0.98948985
orthodontist,tandarts,6.23,N,"tensor([16.2727, -0.2905, 25.3235,  ..., 16.1966, 10.8976, 13.5229])","tensor([16.6731, -0.1941, 23.2996,  ..., 12.8683, 11.1267, 11.7314])",0.9896423
alcohol,whisky,3.48,N,"tensor([26.5526, -0.2261, 37.5088,  ..., 22.5715, 14.0857, 19.0036])","tensor([35.2250, -0.1953, 42.0827,  ..., 24.2478, 13.4421, 20.8108])",0.99547654
mond,tand,3.47,N,"tensor([ 3.7534, -0.4829, 43.2435,  ..., 26.3349, 13.2673, 19.7665])","tensor([21.1525, -0.1082, 23.1305,  ..., 12.3084, 11.1248, 11.2217])",0.9772008
ontbijt,spek,2.14,N,"tensor([20.3249, -0.3560, 39.2231,  ..., 23.0863, 13.8760, 19.4207])","tensor([34.3338, -0.3051, 40.7394,  ..., 24.1129, 14.0636, 20.4376])",0.9931595
badkamer,slaapkamer,2.03,N,"tensor([27.5255, -0.4283, 39.4758,  ..., 22.1050, 14.8362, 19.4050])","tensor([19.5475, -0.4290, 45.2344,  ..., 28.0269, 15.3376, 22.3451])",0.99382645
bord,kom,3.87,N,"tensor([15.8786, -0.3175, 37.4073,  ..., 23.2262, 12.6263, 17.8489])","tensor([24.8777, -0.2798, 31.5229,  ..., 19.8917, 11.8026, 15.7065])",0.99449444
vlees,brood,1.41,N,"tensor([35.8004, -0.3048, 42.7537,  ..., 25.0305, 15.1329, 21.3571])","tensor([36.5489, -0.3273, 43.2678,  ..., 25.3222, 15.0583, 21.9696])",0.9990922
lucht,helium,3.18,N,"tensor([36.0561, -0.3415, 42.7678,  ..., 25.8648, 16.0378, 21.5948])","tensor([20.8295, -0.3061, 29.9308,  ..., 19.5469, 11.4251, 15.2622])",0.9948263
arbeider,werkgever,2.81,N,"tensor([36.5133, -0.3959, 43.9819,  ..., 27.4174, 15.5190, 22.7729])","tensor([37.0142, -0.2951, 42.0338,  ..., 23.8653, 15.3327, 21.1923])",0.99795777
lichaam,borst,1.63,N,"tensor([24.6246, -0.4464, 36.3016,  ..., 21.9615, 15.2545, 18.8175])","tensor([23.8400, -0.3693, 43.4437,  ..., 24.5444, 13.5466, 21.1471])",0.9920097
zoon,vader,2.71,N,"tensor([20.7835, -0.1671, 24.6671,  ..., 13.6427, 11.2873, 12.1003])","tensor([36.8581, -0.3433, 44.8114,  ..., 26.8631, 15.3912, 22.6384])",0.98768187
hart,operatie,1.8,N,"tensor([22.9512, -0.2707, 28.4153,  ..., 17.4803, 12.0210, 14.9348])","tensor([18.5651, -0.1783, 23.2092,  ..., 15.0967,  9.2370, 12.1185])",0.993308
vrouw,secretaresse,1.84,N,"tensor([21.6145, -0.1429, 25.1298,  ..., 14.1508, 10.6355, 12.2193])","tensor([15.9658, -0.1361, 21.1105,  ..., 12.8843,  9.7045, 10.5286])",0.993573
man,vader,4.31,N,"tensor([28.4519, -0.2222, 33.6239,  ..., 19.8142, 13.0768, 17.1183])","tensor([36.8581, -0.3433, 44.8114,  ..., 26.8631, 15.3912, 22.6384])",0.99274325
strand,eiland,2.72,N,"tensor([23.1045, -0.2052, 31.4717,  ..., 17.7417, 11.7398, 15.1743])","tensor([25.8150, -0.2619, 33.9141,  ..., 17.7323, 13.2204, 16.8879])",0.9936025
verhaal,onderwerp,3.47,N,"tensor([36.6167, -0.3205, 43.5064,  ..., 25.6017, 15.6814, 21.9752])","tensor([22.4973, -0.1028, 27.9050,  ..., 16.1678, 10.0295, 13.1685])",0.995714
spel,plezier,3.7,N,"tensor([27.8910, -0.5679, 41.0039,  ..., 23.0249, 13.4557, 20.9501])","tensor([37.4416, -0.3223, 43.9481,  ..., 25.3375, 14.8002, 21.7712])",0.9935506
weekend,week,4.25,N,"tensor([21.5605, -0.3607, 43.2991,  ..., 25.0933, 13.8818, 21.3222])","tensor([29.4493, -0.4434, 37.0580,  ..., 23.1102, 13.8539, 20.8445])",0.996978
koppel,paar,8.56,N,"tensor([24.7239, -0.3490, 34.3311,  ..., 20.2701, 11.8034, 17.1251])","tensor([33.2778, -0.2101, 37.9975,  ..., 22.3628, 13.7078, 18.5985])",0.9965517
vrouw,echtgenote,6.59,N,"tensor([21.6145, -0.1429, 25.1298,  ..., 14.1508, 10.6355, 12.2193])","tensor([19.5175, -0.5509, 39.7832,  ..., 24.9588, 12.8135, 20.2181])",0.9838203
schaap,vee,3.82,N,"tensor([20.1712, -0.5473, 33.7921,  ..., 24.7659, 16.5355, 17.6352])","tensor([33.6653, -0.3411, 39.8961,  ..., 23.1106, 13.9378, 20.3389])",0.9863759
portemonnee,tas,3.52,N,"tensor([16.3678, -0.4158, 35.3775,  ..., 23.6153, 10.4339, 18.1142])","tensor([18.4919, -0.3709, 39.0005,  ..., 25.2039, 13.2499, 19.0079])",0.99514925
dak,kathedraal,2.0,N,"tensor([20.7530, -0.3421, 39.9540,  ..., 24.1483, 13.9461, 19.3138])","tensor([16.4523, -0.2743, 26.9153,  ..., 18.4865, 10.8858, 13.6560])",0.9886118
boon,koffie,5.62,N,"tensor([22.9864, -0.3269, 32.7849,  ..., 21.3016, 13.6295, 16.3784])","tensor([25.6980, -0.3885, 38.4833,  ..., 20.9930, 13.6345, 19.6938])",0.98571616
hout,papier,3.55,N,"tensor([37.8277, -0.3870, 44.5551,  ..., 25.4931, 16.1677, 22.3524])","tensor([31.1370, -0.3406, 42.2985,  ..., 24.7802, 14.4387, 21.6507])",0.9983035
bovenkant,zijkant,2.75,N,"tensor([14.3450, -0.4324, 35.6390,  ..., 21.9144, 11.4096, 17.2153])","tensor([23.5229, -0.4509, 39.2957,  ..., 24.3246, 13.8872, 20.1063])",0.9972559
misdaad,fraude,5.45,N,"tensor([34.9606, -0.2155, 41.4881,  ..., 22.9194, 14.3093, 20.4195])","tensor([37.2871, -0.2864, 42.0149,  ..., 25.3245, 14.8489, 21.4827])",0.99825144
pijn,schade,4.4,N,"tensor([23.0694, -0.4094, 43.0856,  ..., 26.1221, 14.6520, 21.0401])","tensor([35.2671, -0.3673, 42.2084,  ..., 24.5428, 14.9362, 21.1991])",0.9976602
minnaar,partner,4.82,N,"tensor([16.4771, -0.2214, 23.1889,  ..., 14.4285, 10.2790, 11.8274])","tensor([25.1898, -0.3841, 32.9105,  ..., 18.0575, 13.9416, 16.8252])",0.99069035
avond,schemering,5.64,N,"tensor([23.5579, -0.0785, 26.2640,  ..., 13.9084, 10.2600, 12.8502])","tensor([17.0249, -0.1413, 22.0112,  ..., 13.1430, 10.0029, 11.0808])",0.9902126
vader,dochter,3.11,N,"tensor([36.8581, -0.3433, 44.8114,  ..., 26.8631, 15.3912, 22.6384])","tensor([40.1934, -0.4441, 47.2345,  ..., 28.7050, 15.9311, 24.3605])",0.9986756
wijn,likeur,3.0,N,"tensor([28.1218, -0.4266, 39.9419,  ..., 21.0816, 14.1948, 19.7124])","tensor([18.9803, -0.1258, 22.5966,  ..., 14.7849,  9.2118, 11.3652])",0.9910565
koe,geit,1.56,N,"tensor([34.1308, -0.2351, 40.8346,  ..., 22.3852, 13.6242, 19.9643])","tensor([19.3245, -0.2352, 27.5179,  ..., 16.7735, 10.9027, 13.5117])",0.9886936
geloof,mening,5.05,N,"tensor([25.0033, -0.2912, 30.9402,  ..., 17.2228, 12.4791, 15.5281])","tensor([22.6886, -0.1425, 28.4647,  ..., 16.0140, 11.4810, 13.6546])",0.9936687
werkelijkheid,illusie,2.98,N,"tensor([19.6435, -0.2790, 28.4536,  ..., 17.5902, 11.4487, 14.1303])","tensor([21.4808, -0.6489, 45.2537,  ..., 29.5940, 15.4470, 23.8970])",0.989965
overeenkomst,voorwaarde,4.39,N,"tensor([17.5870, -0.3995, 39.5943,  ..., 23.7222, 12.1183, 19.0280])","tensor([18.2706, -0.5658, 42.4939,  ..., 27.2962, 14.3527, 20.6018])",0.9964732
rijkdom,armoede,2.56,N,"tensor([18.5877, -0.4780, 36.9735,  ..., 22.8956, 13.5150, 18.9798])","tensor([20.4059, -0.2976, 28.3433,  ..., 18.5974, 12.9528, 15.2217])",0.991005
ongeval,noodgeval,5.8,N,"tensor([20.2363, -0.2918, 26.5615,  ..., 17.9429, 10.0292, 13.4682])","tensor([16.6463, -0.3271, 24.9382,  ..., 16.6467,  9.1103, 13.1567])",0.99551255
strijd,verovering,5.56,N,"tensor([34.8643, -0.2377, 40.9453,  ..., 23.7479, 14.3946, 20.6538])","tensor([19.0518, -0.3405, 29.0525,  ..., 18.8230, 11.7608, 15.0599])",0.9890714
vriend,leraar,1.51,N,"tensor([28.2194, -0.3105, 38.7789,  ..., 21.5508, 13.6061, 19.2505])","tensor([19.5119, -0.3978, 28.3065,  ..., 18.8397, 11.6276, 15.1106])",0.98762244
ziekte,besmetting,6.18,N,"tensor([36.8489, -0.3234, 43.0834,  ..., 23.9035, 15.4066, 21.7711])","tensor([16.8852, -0.2262, 23.7689,  ..., 15.7481,  9.7165, 12.1475])",0.98745906
spel,truc,3.52,N,"tensor([27.8910, -0.5679, 41.0039,  ..., 23.0249, 13.4557, 20.9501])","tensor([19.7094, -0.1473, 26.9372,  ..., 15.1775, 11.5099, 12.6086])",0.98065746
broer,zoon,2.89,N,"tensor([19.5480, -0.3811, 39.6546,  ..., 23.1462, 13.6182, 19.3290])","tensor([20.7835, -0.1671, 24.6671,  ..., 13.6427, 11.2873, 12.1003])",0.9869069
tante,neef,2.33,N,"tensor([25.6293, -0.4360, 37.0214,  ..., 20.8768, 12.9131, 18.6001])","tensor([18.7919, -0.4244, 38.3794,  ..., 24.2840, 13.3141, 19.5722])",0.9926247
arbeider,monteur,4.25,N,"tensor([36.5133, -0.3959, 43.9819,  ..., 27.4174, 15.5190, 22.7729])","tensor([18.5325, -0.1728, 23.2450,  ..., 15.6933,  8.8212, 11.8205])",0.98548603
dokter,orthodontist,2.54,N,"tensor([27.1885, -0.5461, 39.9574,  ..., 21.5657, 13.9952, 20.1583])","tensor([16.2727, -0.2905, 25.3235,  ..., 16.1966, 10.8976, 13.5229])",0.9836978
eikenboom,esdoorn,4.8,N,"tensor([18.6850, -0.2537, 27.1146,  ..., 15.9488, 10.4459, 13.9435])","tensor([17.5037, -0.2312, 25.6164,  ..., 16.7209, 11.7877, 12.6243])",0.99172384
bij,koningin,2.95,N,"tensor([22.5478, -0.4599, 43.7650,  ..., 27.5655, 14.5828, 21.5018])","tensor([22.1424, -0.2656, 29.2445,  ..., 16.3508, 13.5249, 14.1699])",0.9894913
auto,fiets,3.02,N,"tensor([25.0211, -0.1958, 29.5295,  ..., 16.9361, 12.3915, 15.2162])","tensor([37.4753, -0.3048, 42.9163,  ..., 24.9819, 15.0462, 21.6862])",0.99069923
doelwit,zoektocht,1.91,N,"tensor([15.4783, -0.2850, 35.3121,  ..., 21.6023, 11.8962, 17.3269])","tensor([19.3318, -0.3631, 30.4387,  ..., 18.8541, 10.3096, 15.0286])",0.9952163
augustus,maand,3.9,N,"tensor([25.0185, -0.1254, 27.5636,  ..., 15.3022, 12.0208, 13.3386])","tensor([21.1423, -0.4152, 42.2032,  ..., 24.3874, 15.4622, 20.3859])",0.98779947
leger,ploeg,2.8,N,"tensor([22.6961, -0.4226, 42.7588,  ..., 24.5646, 14.0778, 21.1969])","tensor([26.1363, -0.5091, 38.2384,  ..., 21.0330, 13.5833, 19.9307])",0.9956688
wolk,weer,1.94,N,"tensor([18.8228, -0.3689, 27.4718,  ..., 17.4197, 12.3180, 14.1272])","tensor([20.2394, -0.4555, 40.3016,  ..., 23.5515, 14.0524, 20.3463])",0.9900369
arts,dokter,9.28,N,"tensor([35.6000, -0.2576, 41.8374,  ..., 23.8888, 14.3497, 20.9166])","tensor([27.1885, -0.5461, 39.9574,  ..., 21.5657, 13.9952, 20.1583])",0.9912664
ravijn,vallei,6.08,N,"tensor([17.6607, -0.1553, 23.1088,  ..., 14.8250, 10.4760, 11.5544])","tensor([19.8312, -0.2716, 27.1024,  ..., 17.9728, 10.6965, 14.2956])",0.98877066
rivier,vallei,2.58,N,"tensor([23.0771, -0.3018, 32.7904,  ..., 19.5677, 13.8435, 16.9924])","tensor([19.8312, -0.2716, 27.1024,  ..., 17.9728, 10.6965, 14.2956])",0.99117386
zon,lucht,3.28,N,"tensor([28.1203, -0.5893, 40.8804,  ..., 21.7150, 14.2062, 20.3640])","tensor([36.0561, -0.3415, 42.7678,  ..., 25.8648, 16.0378, 21.5948])",0.994876
doel,pijl,4.02,N,"tensor([38.0513, -0.3540, 44.2256,  ..., 24.5779, 15.3897, 22.1776])","tensor([20.0016, -0.3497, 27.3927,  ..., 16.1962, 12.2282, 14.0247])",0.9912925
chocolade,taart,2.32,N,"tensor([36.5164, -0.2394, 42.3847,  ..., 24.3168, 15.0875, 20.9281])","tensor([19.1807, -0.2418, 26.4451,  ..., 16.1679, 10.3221, 12.9986])",0.9889823
omstandigheid,situatie,7.51,N,"tensor([15.9420, -0.5017, 36.6097,  ..., 21.7769, 12.1951, 18.5094])","tensor([34.9054, -0.2616, 40.8460,  ..., 24.1724, 14.1695, 20.7362])",0.99361956
mening,keuze,3.29,N,"tensor([22.6886, -0.1425, 28.4647,  ..., 16.0140, 11.4810, 13.6546])","tensor([21.1389, -0.3832, 41.6470,  ..., 25.4374, 13.3907, 20.5308])",0.99328005
ritme,melodie,5.65,N,"tensor([19.2762, -0.3721, 38.7215,  ..., 23.9549, 13.2331, 19.3321])","tensor([25.4837, -0.4979, 37.7840,  ..., 23.8139, 13.3678, 19.7351])",0.9950073
darm,zenuw,1.18,N,"tensor([20.9630, -0.2302, 29.6386,  ..., 20.1070, 12.8393, 15.0749])","tensor([16.6923, -0.2220, 22.7240,  ..., 13.5311,  9.8763, 11.2491])",0.9891489
dag,dageraad,4.09,N,"tensor([30.8148, -0.6008, 44.1720,  ..., 26.5081, 14.5444, 23.8923])","tensor([19.0161, -0.1999, 24.7625,  ..., 13.8434, 11.2717, 12.0878])",0.98681664
vee,rundvlees,3.59,N,"tensor([33.6653, -0.3411, 39.8961,  ..., 23.1106, 13.9378, 20.3389])","tensor([18.3288, -0.3310, 27.1150,  ..., 16.9239, 10.8286, 14.0743])",0.99380696
